,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
4282,3756,1.159426191,-0.875328153,0.431350243,-0.544650006,-1.088768145,-0.4815693,-0.703462994,-0.044633444,0.50679937,0.401895691,1.894362474,-3.335920024,0.173547641,1.812036904,-0.403588503,1.59185767,0.677188583,-0.478530316,0.791674708,0.183418702,-0.162754499,-0.728420638,0.009438806,-0.110598339,0.121384433,-0.524484996,-0.054037869,0.019982186,127.58,0
4283,3756,1.120126796,-0.632524011,0.688376184,-0.572406975,-0.410379159,0.872870873,-0.896861223,0.278540681,0.426931795,0.021227227,2.06025696,-2.432682534,1.945161179,1.381499159,1.12140076,-0.160243195,2.259337064,-3.379197336,-1.283381052,-0.021732236,-0.076880631,-0.029065896,0.275598148,-0.70227279,-0.158218537,-0.417087473,0.049002487,0.012652159,50.37,0
4284,3756,1.436243416,-0.626177283,-0.894847049,-1.631006397,1.476084698,3.268247137,-1.194347542,0.715043351,0.362235746,0.29042836,1.009261219,-3.174082022,1.8659551,1.40844165,0.257584749,1.531223633,0.445530924,-0.869532733,0.772352301,0.185272871,-0.289054666,-0.888725639,0.097164267,0.919094298,0.363661613,-0.506454952,-0.016517332,0.01229548,23.9,0
4285,3757,1.346758261,-0.596653898,0.521492895,-0.684402421,-0.851166756,-0.07214007,-0.991141738,0.167903455,0.631413772,0.435628779,1.984949533,-3.656987203,-0.621929371,1.96341588,-0.083910384,1.319110085,0.995010891,-0.859299981,0.476700085,-0.140182635,-0.216280416,-0.612754235,0.153372968,-0.448837992,0.066978118,-0.479486854,-0.019892383,-0.005873446,8,0
4286,3757,1.250608915,-0.579427311,0.652426708,-0.594231662,-0.885682681,-0.201373108,-0.809629471,0.033738565,0.329261799,0.363779014,2.586799565,-2.580990743,1.146034581,1.629858541,-0.302344819,1.143951279,1.010636816,-1.180692416,0.329371809,0.044340083,-0.150584199,-0.424255144,0.137789629,-0.07095235,0.070868776,-0.509888049,-0.014871592,0.008052725,46.59,0
4287,3757,1.429443171,-0.637414271,-0.898794058,-1.628147074,1.47261311,3.269513868,-1.189676569,0.714129721,0.361821139,0.288788871,1.00931165,-3.173937037,1.866582669,1.409238564,0.258027563,1.531687902,0.445635282,-0.86881153,0.771228047,0.192441211,-0.286921789,-0.890583453,0.09406174,0.919274918,0.362369155,-0.506830369,-0.017182425,0.012908374,27.42,0
4288,3757,1.44444638,-0.491317671,0.463879051,-0.557652828,-1.004812496,-0.774372606,-0.802460161,-0.117409808,0.883690943,0.306766407,-0.06038889,-4.405315766,-0.336424696,1.69843398,0.359562927,1.456975707,0.897541582,-0.869696211,0.608172172,-0.10461898,-0.304828627,-0.857421281,0.11274527,-0.263867262,0.197283588,-0.481094983,-0.031718264,0.006212095,8.12,0
4289,3757,1.435574475,-0.466058738,0.083088156,-0.826207643,-0.211566489,0.266075155,-0.73942382,-0.041597359,0.62960416,0.196385755,-0.295435714,-3.527111199,1.853434921,1.268529734,0.454565579,1.333291042,0.731715382,-1.272772548,0.570505996,0.056444705,-0.303267271,-0.749541171,-0.007714628,-1.420562427,0.308209407,-0.404079174,-0.006021513,0.000828344,24,0
4290,3757,1.36283168,-0.747485666,-0.937456805,-1.600138708,1.438607328,3.281922079,-1.143922268,0.705180303,0.357759873,0.27272933,1.00980565,-3.17251685,1.872729992,1.417044699,0.262365128,1.536235625,0.446657513,-0.861747017,0.760215472,0.262658362,-0.266029294,-0.908781585,0.063671086,0.921044172,0.349708944,-0.510507739,-0.023697316,0.018911954,61.9,0
4291,3757,1.409351538,-0.67061446,-0.910455675,-1.619699075,1.462356146,3.273256484,-1.175875968,0.711430361,0.360596163,0.283944926,1.009460653,-3.173508675,1.86843685,1.411593083,0.259335877,1.533059605,0.445943611,-0.866680703,0.767906389,0.213620398,-0.280620108,-0.896072449,0.084895186,0.919808568,0.35855053,-0.507939552,-0.019147474,0.014719199,37.82,0
4292,3757,1.196322273,-1.022632232,-1.034102461,-1.530125915,1.353602736,3.312939008,-1.029549787,0.682809354,0.347607884,0.232585137,1.011040507,-3.168966794,1.888096515,1.436557771,0.273207783,1.547603616,0.449212797,-0.844087784,0.732687227,0.438180873,-0.213804114,-0.954271639,-0.012296738,0.925466795,0.31806209,-0.5197001,-0.039982654,0.033919161,148.09,0
4293,3757,1.453437217,-0.597765583,-0.884867395,-1.638235935,1.484862293,3.265044321,-1.206157671,0.71735338,0.363284043,0.294573659,1.009133707,-3.174448601,1.864368349,1.406426726,0.256465133,1.530049771,0.445267065,-0.87135623,0.775194874,0.167148375,-0.29444745,-0.884028325,0.105008722,0.918637617,0.366929474,-0.505505747,-0.014835704,0.010745832,15,0
4294,3757,1.163186262,-0.74897459,0.555829236,-0.422158093,-1.018122894,-0.505441257,-0.622285929,-0.126820105,0.592063097,0.165736308,0.879013289,-3.305413117,1.16795145,1.463462666,0.414516945,0.959053222,1.26867383,-1.654105581,0.017759886,0.16552303,-0.162151468,-0.577809161,0.092135441,-0.013357712,0.073359982,-0.499537346,-0.024256864,0.029823577,113.92,0
4295,3757,1.441131092,-0.618100699,-0.892010136,-1.633061535,1.478579902,3.267336673,-1.197704803,0.715700022,0.362533745,0.291606743,1.009224971,-3.174186229,1.865504035,1.407868868,0.257266476,1.53088994,0.445455917,-0.870051098,0.773160358,0.180120627,-0.290587671,-0.887390335,0.099394207,0.918964478,0.364590566,-0.506185122,-0.016039296,0.011854962,21.37,0
4296,3757,1.334087793,-0.383710536,0.815104789,-0.431958493,-1.032641975,-0.715743203,-0.713677542,-0.150608649,0.504459549,0.196949551,1.255637134,-2.93132722,1.602144287,1.359012086,0.322254198,0.827000973,1.35499096,-1.843318865,-0.076421299,-0.016343088,-0.195566792,-0.423297204,0.21454097,0.32156904,0.083896904,-0.510755993,-0.00158096,0.016783004,13.78,0
4297,3757,1.430080694,-0.636360803,-0.898424026,-1.628415136,1.472938572,3.269395112,-1.190114473,0.714215374,0.361860009,0.288942573,1.009306922,-3.17395063,1.866523834,1.409163853,0.257986049,1.531644376,0.445625498,-0.868879143,0.771333446,0.191769179,-0.287121746,-0.890409283,0.094352602,0.919257985,0.362490323,-0.506795173,-0.017120073,0.012850915,27.09,0
4298,3758,1.396330614,-0.692130736,-0.9180133,-1.614224122,1.455708844,3.275681987,-1.166932117,0.709680967,0.359802285,0.280805677,1.009557218,-3.173231063,1.869638502,1.413118992,0.260183765,1.533948574,0.446143433,-0.865299762,0.765753699,0.22734614,-0.276536134,-0.89962974,0.078954553,0.920154414,0.356075767,-0.508658389,-0.020420976,0.015892752,44.56,0
4299,3758,1.406974327,-0.379050367,0.697676724,-0.455253082,-1.115231166,-1.016610185,-0.691953395,-0.230463046,0.629389867,0.262407697,0.632481925,-3.469896557,1.027924226,1.439731066,0.164991595,1.244335837,0.99540718,-1.209241847,0.410165337,-0.023409722,-0.254348979,-0.648867208,0.155944598,0.288891285,0.179524971,-0.517697291,-0.022027836,0.014840312,10,0
4300,3758,1.249854883,-0.934172883,-1.003030978,-1.552634959,1.380931628,3.302967096,-1.066320427,0.690001592,0.350871739,0.245491455,1.010643502,-3.170108134,1.883156193,1.430284338,0.26972188,1.543948818,0.448391276,-0.84976521,0.741537531,0.381750558,-0.230594458,-0.939646631,0.012126843,0.924044926,0.328236523,-0.516744765,-0.034746934,0.029094359,120.38,0
4301,3758,1.083707686,-0.726404923,0.66105367,-0.550319903,-0.477059519,0.859638401,-0.903884467,0.299259265,0.497895868,0.026892188,1.979618676,-2.687143164,1.465859442,1.481963657,1.175715552,-0.136017218,2.288277975,-3.31728941,-1.286675614,-0.015485019,-0.071015429,-0.077064888,0.264519847,-0.727240019,-0.181825962,-0.416880724,0.042444096,0.014723545,68.9,0
4302,3758,-0.648050816,-0.421868632,1.252070974,-2.008965906,-0.315269242,-0.762814725,0.423118273,-0.072927498,0.333748816,-0.701914996,0.428794499,-3.571381152,0.851884079,1.301505254,-0.958745703,1.519791457,0.568310591,-1.622747054,-1.62420297,0.077091748,0.027534182,-0.182815386,0.547857965,-0.078291038,-0.946325234,-0.9621222,0.094393492,0.201954908,134.83,0
4303,3758,1.4347945,-0.628571528,-0.895688031,-1.630397167,1.475345013,3.268517037,-1.193352306,0.714848685,0.362147407,0.290079037,1.009271964,-3.17405113,1.866088815,1.408611447,0.257679098,1.531322554,0.445553159,-0.869379068,0.772112758,0.186800216,-0.288600218,-0.88912148,0.096503217,0.919132782,0.363386231,-0.506534942,-0.016659042,0.012426068,24.65,0
4304,3758,-0.812808878,-0.019916237,2.123481529,-1.52409191,-0.078558503,-0.904808877,-0.033881661,-0.063047421,-0.119060626,-0.554932248,1.056528417,-3.017748579,1.834474875,1.153174344,-0.414478719,1.003985158,1.050378502,-1.790703125,-0.732420275,0.102623515,-0.075700386,-0.279277194,0.103710541,0.314354847,-0.168617097,-0.673334516,0.036935212,0.101519676,25,0
4305,3758,-0.693825351,-0.158284716,1.621470352,-1.644705936,-0.64728088,-0.39804803,0.548695036,-0.066878261,0.057400044,-0.650195582,0.565806591,-3.679937075,0.907778126,1.328030054,-0.404112528,1.229168871,0.904916734,-1.535579805,-0.791909563,0.209881509,-0.03594041,-0.333972518,0.382384361,-0.068008983,-0.368733582,-0.720605317,0.028478762,0.128219645,151.94,0
4306,3758,1.390307331,-0.44826923,0.470341347,-0.552391412,-0.867132682,-0.719775553,-0.638129725,-0.230548254,0.598643014,0.238748978,0.257256505,-3.414800613,1.52890854,1.334733268,0.159080101,1.373506316,0.792092714,-1.092035345,0.58643671,0.073073206,-0.266032318,-0.720237596,0.065094635,-0.211462088,0.249675885,-0.490392803,-0.024986056,0.015209633,36.85,0
4307,3758,1.166392576,-0.646973897,0.458594016,-0.855539866,-0.03941689,1.549549,-1.059916055,0.486025004,0.253456032,0.209164841,3.131403694,-2.095148042,1.715773681,1.584768914,0.492980856,0.235091054,1.785517191,-2.644803772,-0.739025596,-0.052298703,-0.084601192,-0.044761619,0.204694545,-1.431550425,-0.101861789,-0.390158359,0.047016706,-0.008752415,27.82,0
4308,3759,1.152907303,-0.581489936,0.612250663,-0.788458746,-0.14194424,1.375242736,-1.019946497,0.433542723,0.144175443,0.193888045,3.52114475,-1.680487939,2.235884247,1.488221062,0.405169033,0.112398972,1.870727669,-2.822909267,-0.86416413,-0.035329712,-0.059376153,0.065004894,0.2421259,-1.089838539,-0.124047952,-0.411789977,0.052104239,-0.005022,23.15,0
4309,3759,-1.225238894,0.298052424,1.002293788,-2.085556539,0.571650877,1.775827444,-0.585289206,1.069273122,0.09288046,-0.734056252,-0.146068123,-4.138285062,0.340800116,1.773053167,0.834315478,0.690186308,1.686997182,-2.465899746,-1.144636655,-0.042265386,-0.168934534,-0.474268216,-0.072110002,-2.51237651,0.132415915,-0.365048256,0.171437964,0.005633522,31.87,0
4310,3759,1.33486868,-0.47509549,0.652671065,-0.493049509,-0.942723232,-0.540718999,-0.749629681,-0.095912318,0.623400637,0.21119915,0.854240521,-3.382359455,1.014304792,1.47075413,0.418449157,0.953788769,1.273911731,-1.655418561,0.047090391,-0.024387513,-0.217615128,-0.542163212,0.172163412,-0.021693082,0.10134691,-0.489592069,-0.008356491,0.014045092,25,0
4311,3759,1.423415681,-0.647374327,-0.902292543,-1.625612675,1.469536021,3.270636653,-1.185536389,0.713319913,0.361453646,0.287335687,1.009356351,-3.173808529,1.867138923,1.40994492,0.258420057,1.532099413,0.44572778,-0.868172282,0.77023155,0.198794967,-0.285031285,-0.892230152,0.091311774,0.919435013,0.361223567,-0.507163124,-0.01777194,0.013451621,30.54,0
4312,3759,-1.252533062,-0.976837342,1.276465526,-0.577429376,-0.24468718,1.816944323,0.114566995,0.401124662,-0.337232175,0.040590251,3.278272537,-2.678536749,1.232969593,1.623018035,0.916915302,-0.225572827,2.242975802,-2.342068016,0.300774471,0.043865232,0.010903199,0.365021429,0.845929648,-1.103533384,-0.815539615,-0.324710792,0.192964689,0.069521528,242.22,0
4313,3759,1.358794035,-0.754157627,-0.939800342,-1.598440985,1.436546073,3.282674201,-1.141148878,0.704637836,0.3575137,0.271755884,1.009835594,-3.172430766,1.873102611,1.417517866,0.262628049,1.536511285,0.446719476,-0.861318803,0.759547946,0.266914564,-0.264762898,-0.909884662,0.061828961,0.921151415,0.348941548,-0.510730643,-0.024092215,0.01927586,63.99,0
4314,3759,-0.242072285,-0.157382822,0.12223864,-2.584766038,2.073821295,3.206580328,-0.503976281,0.805875047,-0.093657382,-0.325480179,0.781452432,-3.453967156,1.715122233,1.25593351,-0.34412589,1.710194238,0.202720662,-0.77470302,0.2218943,0.211517256,-0.205316748,-0.780271144,0.060446435,0.896711817,0.042947925,-0.653336189,-0.033732632,-0.000431273,33.74,0
4315,3759,1.396156744,-0.692418045,-0.918114218,-1.614151014,1.455620082,3.275714375,-1.166812688,0.709657608,0.359791684,0.280763758,1.009558507,-3.173227356,1.869654548,1.413139368,0.260195087,1.533960445,0.446146101,-0.865281323,0.765724954,0.227529422,-0.276481601,-0.899677241,0.078875227,0.920159032,0.356042721,-0.508667987,-0.020437981,0.015908423,44.65,0
4316,3759,0.885842276,-1.077904225,0.539192431,-0.463881516,-0.60868614,0.888253247,-0.791519126,0.29228014,0.538007511,-0.010633021,1.922337204,-2.866139563,1.13961285,1.5736782,1.226379327,-0.106366703,2.310995878,-3.254067501,-1.317020231,0.170753265,-0.012995489,-0.159264743,0.178496312,-0.731422926,-0.231040129,-0.426635798,0.02086474,0.031794208,171.19,0
4317,3759,1.339513795,-0.786017039,-0.950991009,-1.590334155,1.426703332,3.286265673,-1.127905609,0.702047488,0.356338194,0.26710756,1.009978579,-3.172019702,1.874881911,1.419777299,0.263883527,1.537827592,0.447015354,-0.859274028,0.756360432,0.287238437,-0.258715708,-0.915151987,0.053032594,0.921663514,0.345277136,-0.511795033,-0.025977906,0.021013555,73.97,0
4318,3759,1.210985431,-0.589406812,0.474093181,-0.875726874,-0.027224694,1.548037821,-1.105398431,0.505875785,0.287588825,0.225720626,3.089647403,-2.208732583,1.507032176,1.61997069,0.514044825,0.24420141,1.793762126,-2.621340863,-0.727623357,-0.111199109,-0.101343759,-0.051886073,0.227129365,-1.431202704,-0.099226185,-0.387257202,0.049879151,-0.013105161,5,0
4319,3760,1.380489134,-0.718307808,-0.927208037,-1.6075632,1.447621622,3.278632896,-1.156050873,0.707552626,0.358836438,0.276986413,1.0096747,-3.172893315,1.871100452,1.414975439,0.261215321,1.535030109,0.446386539,-0.863619687,0.763134699,0.244045115,-0.271567502,-0.903957602,0.071727077,0.920575176,0.353064928,-0.509532937,-0.021970341,0.017320518,52.76,0
4320,3760,1.328743074,-0.401026266,0.811331683,-0.520043515,-1.100565825,-0.793225978,-0.720171479,-0.14685277,0.232645312,0.402296044,2.651613409,-2.284115038,1.714830439,1.490988368,-0.638227664,1.344376057,0.773599144,-0.877725765,0.613563013,0.05461473,-0.173160052,-0.437593706,0.148657971,0.448862791,0.145029559,-0.551060591,-0.022306459,0.010256324,21.05,0
4321,3760,1.405159341,-0.677541807,-0.912888917,-1.617936368,1.460215991,3.274037395,-1.172996419,0.710867129,0.360340567,0.282934218,1.009491743,-3.173419295,1.868823732,1.412084362,0.259608862,1.533345816,0.446007946,-0.866236097,0.767213312,0.218039517,-0.279305238,-0.897217749,0.082982549,0.919919916,0.357753759,-0.508170988,-0.019557488,0.015097034,39.99,0
4322,3760,1.472756095,-0.565842325,-0.873654301,-1.646359011,1.494724759,3.261445652,-1.21942748,0.719948919,0.364461905,0.299231298,1.008990436,-3.174860488,1.862585483,1.404162766,0.255207139,1.528730826,0.444970594,-0.873405103,0.778388777,0.146783772,-0.300506759,-0.878750444,0.113822717,0.918124492,0.370601229,-0.504439224,-0.012946235,0.009004654,5,0
4323,3760,1.351497843,-0.521233426,0.641275342,-0.490317954,-1.02607739,-0.568545621,-0.831687106,-0.034864409,0.780940675,0.245744376,0.67787059,-3.932358931,-0.020750377,1.674386049,0.530704209,1.001078786,1.332700812,-1.530470577,0.056942337,-0.108929367,-0.234950681,-0.622050361,0.192500467,-0.050449876,0.069684129,-0.485169032,-0.013411887,0.010258513,16,0
4324,3760,1.35157512,-0.47617651,0.792310833,-0.514734147,-1.229736554,-0.835396849,-0.844161631,-0.05360416,0.474044159,0.454622636,2.381199287,-3.127390728,0.127991881,1.803536403,-0.465929647,1.417069431,0.863783315,-0.685856112,0.628228571,-0.072205799,-0.198905049,-0.560815682,0.178625124,0.404839852,0.095973258,-0.544425782,-0.030318813,0.004690519,8.63,0
4325,3760,1.264566841,-0.578895344,0.527455562,-0.605064992,-0.882020371,-0.459939643,-0.657957093,-0.128530439,0.252332793,0.3763509,2.187327081,-2.422086778,1.886378819,1.457081119,-0.599331484,1.503970588,0.57716795,-0.700867053,0.797219265,0.184274419,-0.175531775,-0.558979404,0.036157557,-0.066199109,0.199406393,-0.524522246,-0.032618327,0.014319075,73.81,0
4326,3760,-0.442332285,-0.393684668,0.24954747,-1.758177123,2.253742071,3.232291363,-0.837313954,0.8259684,-0.304578416,0.037799371,0.88093823,-3.506976468,1.858341646,1.387399621,0.409583238,1.14768547,0.711143537,-0.581642954,1.604316825,0.486045426,-0.135358629,-0.60019436,0.143871542,0.917415231,-0.317756336,-0.470946322,0.09001128,0.138097281,36.22,0
4327,3760,1.401276247,-0.683958382,-0.915142748,-1.616303629,1.458233635,3.274760728,-1.170329188,0.710345425,0.360103817,0.281998033,1.00952054,-3.173336506,1.869182088,1.412539418,0.259861719,1.533610924,0.446067536,-0.865824274,0.766571338,0.222132802,-0.278087317,-0.898278603,0.081210936,0.920023054,0.357015736,-0.508385359,-0.019937272,0.015447011,42,0
4328,3760,1.337637297,-0.479238498,0.303495891,-0.679011115,-0.429185472,-0.020824134,-0.621610793,-0.140044663,0.442076375,0.153074309,0.370165148,-2.829792046,2.721731796,1.11783449,0.311998912,1.128802592,0.881454601,-1.567253365,0.342999482,0.162231487,-0.236809234,-0.58379065,0.023034865,-0.831359703,0.254681905,-0.445321607,-0.00479211,0.013909197,54.63,0
4329,3760,1.38487452,-0.711061228,-0.924662665,-1.609407138,1.449860402,3.277815998,-1.15906312,0.708141813,0.359103813,0.278043697,1.009642178,-3.172986814,1.870695741,1.41446152,0.260929756,1.534730709,0.44631924,-0.864084781,0.763859715,0.23942235,-0.272942965,-0.902759524,0.073727854,0.920458697,0.353898417,-0.509290837,-0.021541431,0.01692527,50.49,0
4330,3760,1.347238634,-0.468724375,0.659279484,-0.494069926,-0.960004723,-0.556445372,-0.771329268,-0.084322467,0.655599042,0.220483847,0.820239506,-3.491288307,0.80610597,1.510679573,0.439363493,0.961770381,1.286358775,-1.632474741,0.049967844,-0.051700281,-0.223820507,-0.554318402,0.179944453,-0.040405491,0.096298577,-0.487626526,-0.008361288,0.012329289,18.38,0
4331,3760,1.417735931,-0.656759765,-0.905589193,-1.62322449,1.466636456,3.271694662,-1.181635065,0.712556824,0.361107355,0.285966341,1.009398473,-3.173687434,1.867663086,1.410610524,0.258789907,1.532487183,0.445814943,-0.867569913,0.769292543,0.204782161,-0.283249848,-0.893781849,0.088720459,0.919585872,0.360144071,-0.507476681,-0.018327444,0.013963528,33.48,0
4332,3760,1.174318071,-1.058992824,-1.046874175,-1.520873731,1.342369387,3.317037892,-1.014435475,0.679853036,0.3462663,0.227280085,1.011203693,-3.168497655,1.8901272,1.439136422,0.274640639,1.549105894,0.449550477,-0.841754118,0.729049373,0.461376155,-0.206902562,-0.960283145,-0.022335878,0.926051244,0.313879961,-0.52091487,-0.042134759,0.035902362,159.48,0
4333,3760,1.325005317,-0.809991407,-0.959412043,-1.584233725,1.41929662,3.288968273,-1.117939983,0.700098238,0.35545362,0.263609672,1.010086176,-3.171710375,1.876220844,1.421477533,0.264828281,1.53881812,0.447238004,-0.857735324,0.753961811,0.302532254,-0.254165168,-0.919115676,0.046413283,0.922048871,0.342519649,-0.512595991,-0.027396897,0.022321179,81.48,0
4334,3760,0.994362267,-0.800426133,0.630243309,-0.522476199,-0.430827682,0.901010414,-0.771879482,0.228441748,0.33592236,-0.025184392,2.15652788,-2.135593344,2.507625319,1.286853284,1.068195591,-0.178342724,2.23060481,-3.434525437,-1.308549409,0.145709201,-0.030872639,-0.017043681,0.211006915,-0.696551823,-0.163983666,-0.425318153,0.040387529,0.025063915,115.54,0
4335,3760,1.361344127,-0.749943757,-0.938320213,-1.599513231,1.437847918,3.282199177,-1.142900493,0.704980447,0.357669177,0.272370692,1.009816682,-3.172485135,1.872867272,1.417219024,0.262461994,1.536337184,0.446680342,-0.861589254,0.759969542,0.264226436,-0.265562727,-0.909187982,0.062992408,0.921083683,0.349426219,-0.510589862,-0.023842805,0.019046024,62.67,0
4336,3761,1.313412297,-0.548692806,0.531604886,-0.683994475,-0.73960928,-0.031307892,-0.869347772,0.081084107,0.410244053,0.384838832,2.23194208,-2.886773343,0.828076739,1.679510717,-0.240412042,1.253591232,0.912860638,-1.033159696,0.461243337,-0.01121408,-0.188853743,-0.503662002,0.120309,-0.408311143,0.109393028,-0.486234764,-0.013799242,0.000334918,25.81,0
4337,3761,1.268691061,-0.629294486,0.729823739,-0.542812576,-1.111714298,-0.370686681,-0.932106482,0.110865789,0.550878397,0.417101391,2.509039627,-3.332767791,-0.435843801,1.945465605,-0.151323345,1.153085072,1.173943553,-1.063310198,0.267159797,-0.097561777,-0.16525451,-0.50208577,0.196726534,0.079440376,-0.002825793,-0.51504626,-0.021265269,0.003646567,29,0
4338,3761,1.01764795,-0.043058838,0.68499207,0.913154422,0.133532951,1.170726695,-0.460129508,0.378469439,1.759727346,-0.74767221,1.478658973,-1.728686422,1.133979006,1.573436166,0.153934454,-1.657596411,2.107029441,-2.449854443,-1.658075062,-0.324883583,-0.242924512,-0.144215426,0.192950505,-0.674395507,0.059523571,0.339839768,0.01993234,-0.005076016,10.62,0
4339,3761,1.450230283,-0.603064844,-0.886728769,-1.636887504,1.483225123,3.2656417,-1.203954883,0.716922521,0.363088518,0.293800491,1.00915749,-3.174380228,1.864664305,1.406802543,0.256673961,1.530268716,0.445316279,-0.871016117,0.774664686,0.170528899,-0.293441605,-0.884904453,0.103545599,0.918722796,0.366319963,-0.50568279,-0.015149356,0.011034867,16.66,0
4340,3761,-0.208444249,0.039118075,1.879055412,-1.512788749,-0.3481177,-0.956407254,0.207447204,-0.29546545,0.332233544,-0.175640346,1.112749976,-3.480571777,0.858395722,1.145314505,-0.445442247,0.917119873,1.00382404,-1.778978865,-0.891238061,-0.040478759,-0.080547415,-0.024380209,0.241918391,0.495524587,-1.056229165,-0.85347872,-0.015042595,-0.0368346,16,0
4341,3761,1.37040468,-0.734971749,-0.933061272,-1.603322954,1.442473415,3.280511401,-1.149124033,0.706197754,0.358221594,0.274555125,1.009749488,-3.17267831,1.872031108,1.416157226,0.261871994,1.535718599,0.446541297,-0.862550175,0.761467482,0.254675437,-0.268404543,-0.906712656,0.067126172,0.920843027,0.351148272,-0.510089662,-0.022956644,0.018229412,57.98,0
4342,3761,-0.768597158,-0.491589623,1.808727263,-0.22550888,0.106749678,0.223595902,-0.144703406,-0.189315995,-0.383167202,0.657277225,2.579453833,-2.617943091,2.373259897,1.136322143,0.408691673,0.389416759,1.321430652,-0.841559788,2.334273068,0.265932685,-0.175586797,0.057202788,0.638528914,-0.364394683,-0.420318933,-0.29208991,-0.037094967,-0.202931509,44.88,0
4343,3761,1.301678232,-0.560368954,0.42872134,-0.519662942,-0.869518357,-0.691725767,-0.544288841,-0.269902204,0.520193801,0.203130994,0.340162207,-3.156410031,2.019397363,1.249181977,0.111960375,1.356958746,0.765898837,-1.141767823,0.56846946,0.197772298,-0.232578128,-0.705050135,0.018708627,-0.19589431,0.249081885,-0.496921351,-0.030536191,0.024265271,82.91,0
